07-01-2026 12:49:59 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
08-01-2026 13:42:31 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-08\Push Transaction API: Provider: getepay_payment_log.json'
09-01-2026 15:07:59 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-09\Push Transaction API: Provider: getepay_payment_log.json'
09-01-2026 15:08:17 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-09\Push Transaction API: Provider: getepay_payment_log.json'
09-01-2026 15:08:49 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-09\Push Transaction API: Provider: getepay_payment_log.json'
21-01-2026 15:16:30 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:22:51 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:29:54 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:34:35 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:35:06 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:39:55 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:40:18 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:42:09 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 15:44:29 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 16:03:11 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
21-01-2026 16:04:52 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-21\Push Transaction API: Provider: phonepe_payment_log.json'
12-03-2026 12:32:06 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 12:38:22 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 12:41:51 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 12:50:53 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 12:58:27 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 13:06:11 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 13:23:23 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
